Race Name,Athlete Name,Time
TCS London Marathon,02 OCT 2022,Amos KIPRUTO,2:04:39
TCS London Marathon,02 OCT 2022,Leul GEBRESILASE,2:05:12
TCS London Marathon,02 OCT 2022,Bashir ABDI,2:05:19
TCS London Marathon,02 OCT 2022,Kinde ATANAW,2:05:27
TCS London Marathon,02 OCT 2022,Kenenisa BEKELE,2:05:53
TCS London Marathon,02 OCT 2022,Birhanu LEGESE,2:06:11
TCS London Marathon,02 OCT 2022,Sisay LEMMA,2:07:26
TCS London Marathon,02 OCT 2022,Brett ROBINSON,2:09:52
TCS London Marathon,02 OCT 2022,Weynay GHEBRESILASIE,2:11:57
TCS London Marathon,02 OCT 2022,Philip SESEMANN,2:12:10
TCS London Marathon,02 OCT 2022,Kohei FUTAOKA,2:14:18
TCS London Marathon,02 OCT 2022,Ross BRADEN,2:14:32
TCS London Marathon,02 OCT 2022,Naoki OKAMOTO,2:15:05
TCS London Marathon,02 OCT 2022,Matthew LEACH,2:17:28
TCS London Marathon,02 OCT 2022,Nick BOWKER,2:17:35
TCS London Marathon,02 OCT 2022,Alexander LAWRENCE,2:17:58
TCS London Marathon,02 OCT 2022,Andrew MCCANN,2:21:39
TCS London Marathon,02 OCT 2022,Naoki AIBA,2:22:45
TCS London Marathon,02 OCT 2022,Erenjia JIA,2:25:17
TCS London Marathon,02 OCT 2022,Yoann KOWAL,2:27:59
TCS London Marathon,02 OCT 2022,Marc SCOTT,DNF
TCS London Marathon,02 OCT 2022,Edward GODDARD,DNF
TCS London Marathon,02 OCT 2022,Mohamud AADAN,DNF
TCS London Marathon,02 OCT 2022,Emile CAIRESS,DNF
TCS London Marathon,02 OCT 2022,Andrew BUTCHART,DNF
TCS London Marathon,02 OCT 2022,Benard Kipkorir NGENO,DNF
TCS New York City Marathon,06 NOV 2022,Evans CHEBET,2:08:41
TCS New York City Marathon,06 NOV 2022,Shura KITATA,2:08:54
TCS New York City Marathon,06 NOV 2022,Abdi NAGEEYE,2:10:31
TCS New York City Marathon,06 NOV 2022,Mohamed Reda EL AARABY,2:11:00
TCS New York City Marathon,06 NOV 2022,Suguru OSAKO,2:11:31
TCS New York City Marathon,06 NOV 2022,Tetsuya YOROIZAKA,2:12:12
TCS New York City Marathon,06 NOV 2022,Albert KORIR,2:13:27
TCS New York City Marathon,06 NOV 2022,Daniele MEUCCI,2:13:29
TCS New York City Marathon,06 NOV 2022,Scott FAUBLE,2:13:35
TCS New York City Marathon,06 NOV 2022,Reed FISCHER,2:15:23
TCS New York City Marathon,06 NOV 2022,Jared WARD,2:17:09
TCS New York City Marathon,06 NOV 2022,Matt BAXTER,2:17:15
TCS New York City Marathon,06 NOV 2022,Leonard KORIR,2:17:29
TCS New York City Marathon,06 NOV 2022,Matt LLANO,2:20:04
TCS New York City Marathon,06 NOV 2022,Olivier IRABARUTA,2:20:14
TCS New York City Marathon,06 NOV 2022,Jonas HAMPTON,2:22:58
TCS New York City Marathon,06 NOV 2022,Alberto MENA,2:23:10
TCS New York City Marathon,06 NOV 2022,Eddie MULDER,2:23:42
TCS New York City Marathon,06 NOV 2022,Nathan MARTIN,2:25:27
TCS New York City Marathon,06 NOV 2022,Jeff THIES,2:25:45
TCS New York City Marathon,06 NOV 2022,Shadrack KIPCHIRCHIR,2:28:15
TCS New York City Marathon,06 NOV 2022,Birhana ASHENAFI,2:30:38
TCS New York City Marathon,06 NOV 2022,Frank FUTSELAAR,2:31:21
TCS New York City Marathon,06 NOV 2022,Ben TOOMER,2:33:56
TCS New York City Marathon,06 NOV 2022,Martin HEHIR,2:35:45
TCS New York City Marathon,06 NOV 2022,Caleb KERR,2:37:17
TCS New York City Marathon,06 NOV 2022,Abdi ABDIRAHMAN,DNF
TCS New York City Marathon,06 NOV 2022,Daniel DO NASCIMENTO,DNF
TCS New York City Marathon,06 NOV 2022,Galen RUPP,DNF
TCS New York City Marathon,06 NOV 2022,Girma BEKELE,DNF
TCS New York City Marathon,06 NOV 2022,Birhanu Dare KEMAL,DNF
TCS New York City Marathon,06 NOV 2022,Tadesse ABRAHAM,DNF
TCS Amsterdam Marathon,16 OCT 2022,Tsegaye GETACHEW,2:04:49
TCS Amsterdam Marathon,16 OCT 2022,Titus KIPRUTO,2:04:54
TCS Amsterdam Marathon,16 OCT 2022,Bazezew ASMARE,2:04:57
TCS Amsterdam Marathon,16 OCT 2022,Abraham KIPTOO,2:05:04
TCS Amsterdam Marathon,16 OCT 2022,Mohamed ESA,2:05:05
TCS Amsterdam Marathon,16 OCT 2022,CyBrian KOTUT,2:05:15
TCS Amsterdam Marathon,16 OCT 2022,Nobert KIGEN,2:05:32
TCS Amsterdam Marathon,16 OCT 2022,Laban Kipngetich KORIR,2:05:41
TCS Amsterdam Marathon,16 OCT 2022,Adeledelew MAMO,2:05:45
TCS Amsterdam Marathon,16 OCT 2022,Josphat BOIT,2:06:34
TCS Amsterdam Marathon,16 OCT 2022,Mulugeta Asefa UMA,2:07:56
TCS Amsterdam Marathon,16 OCT 2022,Martin MUSAU,2:09:04
TCS Amsterdam Marathon,16 OCT 2022,Khadar Basheer YOUSSUF,2:09:09
TCS Amsterdam Marathon,16 OCT 2022,Khalid CHOUKOUD,2:09:34
TCS Amsterdam Marathon,16 OCT 2022,Godadaw BELACHEW,2:09:40
TCS Amsterdam Marathon,16 OCT 2022,Masresha BERE,2:09:41
TCS Amsterdam Marathon,16 OCT 2022,Mesfin NEGUS,2:09:53
TCS Amsterdam Marathon,16 OCT 2022,Charles MUNERIA,2:10:41
TCS Amsterdam Marathon,16 OCT 2022,Jake ROBERTSON,2:10:41
TCS Amsterdam Marathon,16 OCT 2022,Bekele MULUNEH,2:12:29
TCS Amsterdam Marathon,16 OCT 2022,Shuho DAIROKUNO,2:12:39
TCS Amsterdam Marathon,16 OCT 2022,Bernard SOI,2:13:43
TCS Amsterdam Marathon,16 OCT 2022,Ashagre TESEMA,2:14:23
TCS Amsterdam Marathon,16 OCT 2022,Akira TOMIYASU,2:15:24
TCS Amsterdam Marathon,16 OCT 2022,Lucas NIEUWEBOER,2:15:26
TCS Amsterdam Marathon,16 OCT 2022,Remyo TIELSEMA,2:16:05
TCS Amsterdam Marathon,16 OCT 2022,Rodrigo VILLEGAS,2:17:16
TCS Amsterdam Marathon,16 OCT 2022,Kieren PERKINS,2:17:54
TCS Amsterdam Marathon,16 OCT 2022,Rik GOETHALS,2:21:00
TCS Amsterdam Marathon,16 OCT 2022,Yohan ZARADZKI,2:21:53
TCS Amsterdam Marathon,16 OCT 2022,Bartek FALKOWSKI,2:22:46
TCS Amsterdam Marathon,16 OCT 2022,Roy HOORNWEG,2:23:13
TCS Amsterdam Marathon,16 OCT 2022,Maarten HINDRIKS,2:23:21
TCS Amsterdam Marathon,16 OCT 2022,Ben FISH,2:23:44
TCS Amsterdam Marathon,16 OCT 2022,Kevin VERLUYTEN,2:23:55
TCS Amsterdam Marathon,16 OCT 2022,Ricardo SINT NICOLAAS,2:24:26
TCS Amsterdam Marathon,16 OCT 2022,Thijs SCHRAMA,2:24:32
TCS Amsterdam Marathon,16 OCT 2022,Hugo BOUDOT,2:24:40
TCS Amsterdam Marathon,16 OCT 2022,Cooper ROACH,2:24:56
TCS Amsterdam Marathon,16 OCT 2022,Luc ESSINK,2:25:03
TCS Amsterdam Marathon,16 OCT 2022,Steven VERSCHUERE,2:25:09
TCS Amsterdam Marathon,16 OCT 2022,Mathieu HUBERT,2:25:26
TCS Amsterdam Marathon,16 OCT 2022,Egidijus ADOMKAITIS,2:25:28
TCS Amsterdam Marathon,16 OCT 2022,Sean DONOHUE,2:25:40
TCS Amsterdam Marathon,16 OCT 2022,Gavin TOMLINSON,2:26:08
TCS Amsterdam Marathon,16 OCT 2022,Jeremy BELKACEM,2:26:41
TCS Amsterdam Marathon,16 OCT 2022,Pierre CARON,2:26:51
TCS Amsterdam Marathon,16 OCT 2022,Michael KALLENBERG,2:26:57
TCS Amsterdam Marathon,16 OCT 2022,Marek HLADÍK,2:26:59
TCS Amsterdam Marathon,16 OCT 2022,Michail BURIAN,2:27:07
TCS Amsterdam Marathon,16 OCT 2022,Romain GOUTILLE,2:27:21
TCS Amsterdam Marathon,16 OCT 2022,Fabian TEN KATE,2:27:22
TCS Amsterdam Marathon,16 OCT 2022,Christiaan ERNST,2:27:24
TCS Amsterdam Marathon,16 OCT 2022,Ramdan SNOUSSI,2:27:35
TCS Amsterdam Marathon,16 OCT 2022,Luuk JANSSEN,2:28:40
TCS Amsterdam Marathon,16 OCT 2022,Niels RONDOU,2:28:45
TCS Amsterdam Marathon,16 OCT 2022,Niklas HENNINGSSON,2:29:04
TCS Amsterdam Marathon,16 OCT 2022,Jonathan DURAND,2:29:20
TCS Amsterdam Marathon,16 OCT 2022,Joe HALLSWORTH,2:29:24
TCS Amsterdam Marathon,16 OCT 2022,Brad GIONET,2:29:35
TCS Amsterdam Marathon,16 OCT 2022,Dylan VOET,2:29:42
TCS Amsterdam Marathon,16 OCT 2022,Campbell ROSS,2:29:47
TCS Amsterdam Marathon,16 OCT 2022,Arne MULDER,2:29:57
TCS Amsterdam Marathon,16 OCT 2022,Thomas PALMEN,2:30:24
TCS Amsterdam Marathon,16 OCT 2022,Romain LECAPLAIN,2:30:29
TCS Amsterdam Marathon,16 OCT 2022,Jordan CLAY,2:30:35
TCS Amsterdam Marathon,16 OCT 2022,Jeroen KRAMER,2:30:47
TCS Amsterdam Marathon,16 OCT 2022,Alex DA CONCEICAO,2:30:58
TCS Amsterdam Marathon,16 OCT 2022,Nick VAN DER POEL,2:31:05
TCS Amsterdam Marathon,16 OCT 2022,Jonathan ROEBUCK,2:31:10
TCS Amsterdam Marathon,16 OCT 2022,Ruairidh MACDONALD,2:31:33
TCS Amsterdam Marathon,16 OCT 2022,Maikel STOLWIJK,2:31:50
TCS Amsterdam Marathon,16 OCT 2022,Mathias SÆTEN,2:31:55
TCS Amsterdam Marathon,16 OCT 2022,Jasper SODERMANS,2:32:09
TCS Amsterdam Marathon,16 OCT 2022,Dennis DE KNIJFF,2:32:10
TCS Amsterdam Marathon,16 OCT 2022,Nick VAN NIEUWENHUIZEN,2:32:12
TCS Amsterdam Marathon,16 OCT 2022,Piotr COCIUC,2:32:19
TCS Amsterdam Marathon,16 OCT 2022,Steven HANLY,2:32:26
TCS Amsterdam Marathon,16 OCT 2022,Dries VANACKER,2:32:38
TCS Amsterdam Marathon,16 OCT 2022,Maurice KRAM,2:32:40
TCS Amsterdam Marathon,16 OCT 2022,Johan VAN DER DENNEN,2:32:42
TCS Amsterdam Marathon,16 OCT 2022,Philip WONG,2:32:44
TCS Amsterdam Marathon,16 OCT 2022,Samier BARGUIL,2:32:54
TCS Amsterdam Marathon,16 OCT 2022,Adrian SCULLION,2:33:33
TCS Amsterdam Marathon,16 OCT 2022,Guy MAAS,2:33:33
TCS Amsterdam Marathon,16 OCT 2022,Kamil INAK,2:33:37
TCS Amsterdam Marathon,16 OCT 2022,Martijn DE GROOT,2:33:43
TCS Amsterdam Marathon,16 OCT 2022,Jordan JOLIET,2:33:43
TCS Amsterdam Marathon,16 OCT 2022,Kevin CALLEBOUT,2:33:46
TCS Amsterdam Marathon,16 OCT 2022,Imo MULLER,2:33:57
TCS Amsterdam Marathon,16 OCT 2022,Yngve MATHISEN,2:34:11
TCS Amsterdam Marathon,16 OCT 2022,Edwin SLIJKHUIS,2:34:20
TCS Amsterdam Marathon,16 OCT 2022,Niels ESMEIJER,2:34:23
TCS Amsterdam Marathon,16 OCT 2022,Kieran MORRIS,2:34:27
TCS Amsterdam Marathon,16 OCT 2022,Mark BOOTH,2:34:28
TCS Amsterdam Marathon,16 OCT 2022,James DAZELEY,2:34:30
TCS Amsterdam Marathon,16 OCT 2022,Maarten DEJONGHE,2:34:31
TCS Amsterdam Marathon,16 OCT 2022,Herbert KOPP,2:34:36
TCS Amsterdam Marathon,16 OCT 2022,Ton HETTEMA,2:34:58
TCS Amsterdam Marathon,16 OCT 2022,Alois BASTIEN,2:35:07
TCS Amsterdam Marathon,16 OCT 2022,Bryn NICHOLLS,2:35:53
TCS Amsterdam Marathon,16 OCT 2022,Brian O'KELLY,2:36:18
TCS Amsterdam Marathon,16 OCT 2022,Ewan SHORT,2:36:26
TCS Amsterdam Marathon,16 OCT 2022,Arnaud VAN VRACEM,2:36:37
TCS Amsterdam Marathon,16 OCT 2022,Kristof VAN MALDEREN,2:36:40
TCS Amsterdam Marathon,16 OCT 2022,Jack BROTCHIE,2:36:51
Bank of America Chicago Marathon,09 OCT 2022,Benson KIPRUTO,2:04:24
Bank of America Chicago Marathon,09 OCT 2022,Seifu TURA,2:04:49
Bank of America Chicago Marathon,09 OCT 2022,John KORIR,2:05:01
Bank of America Chicago Marathon,09 OCT 2022,Bernard Kiprop KOECH,2:07:15
Bank of America Chicago Marathon,09 OCT 2022,Shifera TAMRU,2:07:53
Bank of America Chicago Marathon,09 OCT 2022,Kyohei HOSOYA,2:08:05
Bank of America Chicago Marathon,09 OCT 2022,Conner MANTZ,2:08:16
Bank of America Chicago Marathon,09 OCT 2022,Hamza SAHLI,2:08:22
Bank of America Chicago Marathon,09 OCT 2022,Eric Kiprono KIPTANUI,2:08:26
Bank of America Chicago Marathon,09 OCT 2022,Guojian DONG,2:08:53
Bank of America Chicago Marathon,09 OCT 2022,Zach PANNING,2:09:28
Bank of America Chicago Marathon,09 OCT 2022,Matt MCDONALD,2:09:49
Bank of America Chicago Marathon,09 OCT 2022,Nico MONTANEZ,2:09:55
Bank of America Chicago Marathon,09 OCT 2022,Riki NAKANISHI,2:09:59
Bank of America Chicago Marathon,09 OCT 2022,Abayneh DEGU,2:10:55
Bank of America Chicago Marathon,09 OCT 2022,Patrick TIERNAN,2:11:02
Bank of America Chicago Marathon,09 OCT 2022,Amanuel MESEL,2:11:38
Bank of America Chicago Marathon,09 OCT 2022,Clayton YOUNG,2:11:51
Bank of America Chicago Marathon,09 OCT 2022,Turner WILEY,2:11:59
Bank of America Chicago Marathon,09 OCT 2022,Hiroto FUJIMAGARI,2:13:04
Bank of America Chicago Marathon,09 OCT 2022,Stephen KISSA,2:13:16
Bank of America Chicago Marathon,09 OCT 2022,Wilkerson GIVEN,2:13:42
Bank of America Chicago Marathon,09 OCT 2022,Kiyoshi KOGA,2:13:42
Bank of America Chicago Marathon,09 OCT 2022,Reid BUCHANAN,2:14:06
Bank of America Chicago Marathon,09 OCT 2022,Paul HOGAN,2:14:55
Bank of America Chicago Marathon,09 OCT 2022,JP FLAVIN,2:14:55
Bank of America Chicago Marathon,09 OCT 2022,Steven MARTINEZ,2:15:22
Bank of America Chicago Marathon,09 OCT 2022,Alan PETERSON,2:15:30
Bank of America Chicago Marathon,09 OCT 2022,Tyler MCCANDLESS,2:15:50
Bank of America Chicago Marathon,09 OCT 2022,Frank LARA,2:15:57
Bank of America Chicago Marathon,09 OCT 2022,Chase WEAVERLING,2:16:03
Bank of America Chicago Marathon,09 OCT 2022,Shaohui YANG,2:16:11
Bank of America Chicago Marathon,09 OCT 2022,Garrett LEE,2:18:20
Bank of America Chicago Marathon,09 OCT 2022,Dan KREMSKE,2:18:33
Bank of America Chicago Marathon,09 OCT 2022,Donnie COWART,2:18:39
Bank of America Chicago Marathon,09 OCT 2022,Jianhua PENG,2:19:06
Bank of America Chicago Marathon,09 OCT 2022,Jonathan HILEY,2:19:37
Bank of America Chicago Marathon,09 OCT 2022,Prescott LEACH,2:19:57
Bank of America Chicago Marathon,09 OCT 2022,Kevin HAVEL,2:20:42
Bank of America Chicago Marathon,09 OCT 2022,Adam JONES,2:21:12
Bank of America Chicago Marathon,09 OCT 2022,Mitch BAUM,2:21:18
Bank of America Chicago Marathon,09 OCT 2022,John DRESSEL,2:21:45
Bank of America Chicago Marathon,09 OCT 2022,Michael BABINEC,2:22:07
Bank of America Chicago Marathon,09 OCT 2022,Michael ELLENBERGER,2:22:18
Bank of America Chicago Marathon,09 OCT 2022,Kevin MONOGUE,2:22:56
Bank of America Chicago Marathon,09 OCT 2022,Connor MORA,2:23:07
Bank of America Chicago Marathon,09 OCT 2022,Steve LAWRENCE,2:23:09
Bank of America Chicago Marathon,09 OCT 2022,Terry TOSSMAN,2:23:13
Bank of America Chicago Marathon,09 OCT 2022,Michael COX,2:23:36
Bank of America Chicago Marathon,09 OCT 2022,Ka Man GI,2:23:41
Bank of America Chicago Marathon,09 OCT 2022,John JUDGE,2:23:49
Bank of America Chicago Marathon,09 OCT 2022,Cristobal GUTIERREZ,2:23:58
Bank of America Chicago Marathon,09 OCT 2022,Tyler SMITH,2:24:03
Bank of America Chicago Marathon,09 OCT 2022,Grant O CONNOR,2:24:15
Bank of America Chicago Marathon,09 OCT 2022,Ryan MONCRIEFF,2:24:24
Bank of America Chicago Marathon,09 OCT 2022,Ryan MAHALSKY,2:24:43
Bank of America Chicago Marathon,09 OCT 2022,Brian GRIFFITH,2:24:51
Bank of America Chicago Marathon,09 OCT 2022,Paolo TIONGSON,2:24:57
Bank of America Chicago Marathon,09 OCT 2022,Romain MEUNIER,2:24:59
Bank of America Chicago Marathon,09 OCT 2022,Ben PARE,2:24:59
Bank of America Chicago Marathon,09 OCT 2022,Nikolas JEFTICH,2:25:40
Bank of America Chicago Marathon,09 OCT 2022,Dan FROESCHLE,2:25:44
Bank of America Chicago Marathon,09 OCT 2022,Geoffrey POLY,2:25:52
Bank of America Chicago Marathon,09 OCT 2022,Sandro EZETA,2:25:59
Bank of America Chicago Marathon,09 OCT 2022,John KINSELLA,2:26:06
Bank of America Chicago Marathon,09 OCT 2022,Cal DEWOLFE,2:26:09
Bank of America Chicago Marathon,09 OCT 2022,Ashton GRISSOM,2:26:22
Bank of America Chicago Marathon,09 OCT 2022,Pat LETZ,2:26:49
Bank of America Chicago Marathon,09 OCT 2022,Esteban CLAVIJO,2:26:52
Bank of America Chicago Marathon,09 OCT 2022,Josh ROSENKRANZ,2:26:55
Bank of America Chicago Marathon,09 OCT 2022,John BINZAK,2:27:01
Bank of America Chicago Marathon,09 OCT 2022,Michael GRASING,2:27:05
Bank of America Chicago Marathon,09 OCT 2022,Steve BROWNE,2:27:25
Bank of America Chicago Marathon,09 OCT 2022,John LIDDELL,2:27:25
Bank of America Chicago Marathon,09 OCT 2022,Chris ZUERNER,2:27:29
Bank of America Chicago Marathon,09 OCT 2022,Kenny GOODFELLOW,2:27:41
Bank of America Chicago Marathon,09 OCT 2022,Jake MCENEANEY,2:27:46
Bank of America Chicago Marathon,09 OCT 2022,Jack KEELAN,2:27:57
Bank of America Chicago Marathon,09 OCT 2022,Dylan HERNANDEZ,2:28:02
Bank of America Chicago Marathon,09 OCT 2022,Ryan SMITH,2:28:06
Bank of America Chicago Marathon,09 OCT 2022,Michael CASTELLANI,2:28:20
Bank of America Chicago Marathon,09 OCT 2022,Kameron CASEY,2:28:20
Bank of America Chicago Marathon,09 OCT 2022,Brian JUSTIE,2:28:23
Bank of America Chicago Marathon,09 OCT 2022,Darren BARLOW,2:28:27
Bank of America Chicago Marathon,09 OCT 2022,Christopher ANTUNES,2:28:38
Bank of America Chicago Marathon,09 OCT 2022,Chad BEYER,2:28:51
Bank of America Chicago Marathon,09 OCT 2022,Austin HENDRIX,2:28:51
Bank of America Chicago Marathon,09 OCT 2022,Joe COWLIN,2:29:01
Bank of America Chicago Marathon,09 OCT 2022,Johnny HOGUE,2:29:22
Bank of America Chicago Marathon,09 OCT 2022,Kent SMITH,2:29:25
Bank of America Chicago Marathon,09 OCT 2022,Joost DE RAEYMAEKER,2:29:26
Bank of America Chicago Marathon,09 OCT 2022,Alexander TYNER,2:29:29
Bank of America Chicago Marathon,09 OCT 2022,Austen DAVENPORT,2:29:37
Bank of America Chicago Marathon,09 OCT 2022,David SAVARD-GAGNON,2:29:42
Bank of America Chicago Marathon,09 OCT 2022,Gabriel KLIOT,2:29:42
Bank of America Chicago Marathon,09 OCT 2022,Chris FYOCK,2:29:51
Bank of America Chicago Marathon,09 OCT 2022,Ken RIDEOUT,2:29:53
Bank of America Chicago Marathon,09 OCT 2022,Derek RINK,2:30:04
Bank of America Chicago Marathon,09 OCT 2022,Peter COFFEY,2:30:11
Bank of America Chicago Marathon,09 OCT 2022,Shane GRACE,2:30:17
Bank of America Chicago Marathon,09 OCT 2022,David O'GARA,2:30:19
Bank of America Chicago Marathon,09 OCT 2022,Tom BURNS,2:30:22
Bank of America Chicago Marathon,09 OCT 2022,Alexander FORTE,2:30:31
Bank of America Chicago Marathon,09 OCT 2022,Robert NEWTON,2:30:34
Bank of America Chicago Marathon,09 OCT 2022,Andrew KAEHR,2:30:37
Bank of America Chicago Marathon,09 OCT 2022,Gabe GUNNINK,2:30:43
Bank of America Chicago Marathon,09 OCT 2022,Adam SCHROEDER,2:31:13
Bank of America Chicago Marathon,09 OCT 2022,Nick KALEEL,2:31:25
Bank of America Chicago Marathon,09 OCT 2022,Joseph HALE,2:31:27
Bank of America Chicago Marathon,09 OCT 2022,John LAZAR,2:31:47
Bank of America Chicago Marathon,09 OCT 2022,Nathan O'CONNOR,2:31:56
Bank of America Chicago Marathon,09 OCT 2022,Kenneth SPRAGUE,2:32:01
Bank of America Chicago Marathon,09 OCT 2022,Chistopher KLUCZNIK,2:32:05
Bank of America Chicago Marathon,09 OCT 2022,Henry MIERZWA,2:32:22
Bank of America Chicago Marathon,09 OCT 2022,Vitor RODRIGUES,2:32:27
Bank of America Chicago Marathon,09 OCT 2022,Nick MARRARO,2:32:48
Bank of America Chicago Marathon,09 OCT 2022,Ben BOCHER,2:33:10
Bank of America Chicago Marathon,09 OCT 2022,Jordan ANDERSEN,2:33:25
Bank of America Chicago Marathon,09 OCT 2022,Tony SPALDING,2:33:38
Bank of America Chicago Marathon,09 OCT 2022,Russell LEINO,2:33:39
Bank of America Chicago Marathon,09 OCT 2022,Jeremiah ESTES,2:33:45
Bank of America Chicago Marathon,09 OCT 2022,Aleksandar TOMAS,2:34:10
Bank of America Chicago Marathon,09 OCT 2022,Scott BURNS,2:34:18
Bank of America Chicago Marathon,09 OCT 2022,Garrett BURGER,2:34:36
Bank of America Chicago Marathon,09 OCT 2022,Evgeniy PANZHINSKIY,2:34:53
Bank of America Chicago Marathon,09 OCT 2022,Jack LETSON,2:34:57
Bank of America Chicago Marathon,09 OCT 2022,Hiroki NAKAJIMA,2:35:12
Bank of America Chicago Marathon,09 OCT 2022,Sean O'LEARY,2:35:14
Bank of America Chicago Marathon,09 OCT 2022,Josh TIERNEY,2:35:16
Bank of America Chicago Marathon,09 OCT 2022,Brett BERNACCHI,2:35:17
Bank of America Chicago Marathon,09 OCT 2022,Darryl BROWN,2:35:36
Bank of America Chicago Marathon,09 OCT 2022,Sandor AXELROD,2:36:19
Bank of America Chicago Marathon,09 OCT 2022,Eric HOFFMAN,2:37:39
Bank of America Chicago Marathon,09 OCT 2022,Jeff ZEHA,2:37:41
Bank of America Chicago Marathon,09 OCT 2022,Brian BUTCHER,2:37:57
Bank of America Chicago Marathon,09 OCT 2022,Cameron RIEGER,2:38:32
Bank of America Chicago Marathon,09 OCT 2022,Brett DAVIDSON,2:39:08
Bank of America Chicago Marathon,09 OCT 2022,Roger PINON,2:39:42
Bank of America Chicago Marathon,09 OCT 2022,Matt SEIDEL,2:39:43
Bank of America Chicago Marathon,09 OCT 2022,Shota NAKAMURA,2:40:12
Bank of America Chicago Marathon,09 OCT 2022,Adam WALDUM,2:40:36
Bank of America Chicago Marathon,09 OCT 2022,Nick BESTER,2:41:32
Bank of America Chicago Marathon,09 OCT 2022,Matt HASSETT,2:41:45
Bank of America Chicago Marathon,09 OCT 2022,Jerry GREENLAW,2:42:50
Bank of America Chicago Marathon,09 OCT 2022,Daniel GAGNE,2:43:25
Bank of America Chicago Marathon,09 OCT 2022,Richard POWELL,2:44:14
Bank of America Chicago Marathon,09 OCT 2022,Albert WINT,2:44:25
Bank of America Chicago Marathon,09 OCT 2022,Michael BOUCHER,2:44:47
Bank of America Chicago Marathon,09 OCT 2022,Chris PORST,2:46:40
Bank of America Chicago Marathon,09 OCT 2022,Jared MOORE,2:48:30
Bank of America Chicago Marathon,09 OCT 2022,Braulio BENITEZ,2:50:01
Bank of America Chicago Marathon,09 OCT 2022,Julian MANLEY,2:50:35
Bank of America Chicago Marathon,09 OCT 2022,Marko CHESETO,2:51:17
Bank of America Chicago Marathon,09 OCT 2022,Sebastian NICEWICZ,2:52:06
Bank of America Chicago Marathon,09 OCT 2022,Adrian HAYWAS,2:52:10
Bank of America Chicago Marathon,09 OCT 2022,John GAUDETTE,2:52:10
Bank of America Chicago Marathon,09 OCT 2022,Ethan WOOD,2:54:27
Bank of America Chicago Marathon,09 OCT 2022,Alexander TOWNSEND,2:58:50
Bank of America Chicago Marathon,09 OCT 2022,Henry JANSSEN,3:39:00
Bank of America Chicago Marathon,09 OCT 2022,Barnaba KIPKOECH,DNF
Bank of America Chicago Marathon,09 OCT 2022,Barnabas KIPTUM,DNF
Bank of America Chicago Marathon,09 OCT 2022,Masaya TAGUCHI,DNF
Bank of America Chicago Marathon,09 OCT 2022,Herpasa NEGASA,DNF
Bank of America Chicago Marathon,09 OCT 2022,Jemal Yimer MEKONNEN,DNF
Bank of America Chicago Marathon,09 OCT 2022,Jianhua PENG,DNF
Bank of America Chicago Marathon,09 OCT 2022,Brian HARVEY,DNF
Bank of America Chicago Marathon,09 OCT 2022,Dawit WOLDE,DNF
Bank of America Chicago Marathon,09 OCT 2022,Geoffrey PYEGO,DNF
Bank of America Chicago Marathon,09 OCT 2022,Daniel SOTO,DNF
Bank of America Chicago Marathon,09 OCT 2022,Alec SANDUSKY,DNF
Bank of America Chicago Marathon,09 OCT 2022,Suguru OSAKO,DNF
Bank of America Chicago Marathon,09 OCT 2022,Dominic NGENO,DNF
BMW Berlin Marathon,25 SEP 2022,Eliud KIPCHOGE,"WR, AR"
BMW Berlin Marathon,25 SEP 2022,Mark KORIR,
BMW Berlin Marathon,25 SEP 2022,Deme Tadu ABATE,
BMW Berlin Marathon,25 SEP 2022,Andamlak BELIHU,
BMW Berlin Marathon,25 SEP 2022,Abel KIPCHUMBA,
BMW Berlin Marathon,25 SEP 2022,Limenih GETACHEW,
BMW Berlin Marathon,25 SEP 2022,Kenya SONOTA,
BMW Berlin Marathon,25 SEP 2022,Tatsuya MARUYAMA,
BMW Berlin Marathon,25 SEP 2022,Kento KIKUTANI,
BMW Berlin Marathon,25 SEP 2022,Zablon CHUMBA,
BMW Berlin Marathon,25 SEP 2022,Haftom WELDAY,
BMW Berlin Marathon,25 SEP 2022,Daisuke DOI,
BMW Berlin Marathon,25 SEP 2022,Rintaro TAKEDA,
BMW Berlin Marathon,25 SEP 2022,Masashi NONAKA,
BMW Berlin Marathon,25 SEP 2022,Yuki MATSUMURA,
BMW Berlin Marathon,25 SEP 2022,Jie HE,
BMW Berlin Marathon,25 SEP 2022,Atsumi ASHIWA,
BMW Berlin Marathon,25 SEP 2022,Ryu TAKAKU,
BMW Berlin Marathon,25 SEP 2022,Gantulga DAMBADARJAA,
BMW Berlin Marathon,25 SEP 2022,Samuel RUSSOM,
BMW Berlin Marathon,25 SEP 2022,Peter HERZOG,
BMW Berlin Marathon,25 SEP 2022,Ilie Alexandru CORNESCHI,
BMW Berlin Marathon,25 SEP 2022,Frank SCHAUER,
BMW Berlin Marathon,25 SEP 2022,Johannes MOTSCHMANN,
BMW Berlin Marathon,25 SEP 2022,Hiroto INOUE,
BMW Berlin Marathon,25 SEP 2022,Konstantinos GELAOUZOS,
BMW Berlin Marathon,25 SEP 2022,Erik HILLE,
BMW Berlin Marathon,25 SEP 2022,Ati NIANZHE,
BMW Berlin Marathon,25 SEP 2022,Abraham KIPYATICH,
BMW Berlin Marathon,25 SEP 2022,Dongzhibu RENQING,
