Race Name,Athlete Name,Time
Nagoya Women's Marathon,14 MAR 2021,Hiroko AKAIKE,3:09:20
Nagoya Women's Marathon,14 MAR 2021,Nahoko HANAZAKI,3:09:21
Nagoya Women's Marathon,14 MAR 2021,Akiho MINATO,3:09:33
Nagoya Women's Marathon,14 MAR 2021,Yui SUGIOKA,3:09:35
Nagoya Women's Marathon,14 MAR 2021,Mari TAKAYA,3:09:52
Nagoya Women's Marathon,14 MAR 2021,Kanami MITSUI,3:09:58
Nagoya Women's Marathon,14 MAR 2021,Miho SHIMIZU,DNF
Shanghai International Marathon,29 NOV 2020,Renjia JIA'E,2:12:44
Shanghai International Marathon,29 NOV 2020,Dinghong YANG,2:15:13
Shanghai International Marathon,29 NOV 2020,Guoxiong SU,2:16:57
Shanghai International Marathon,29 NOV 2020,Wangjiang CEN,2:17:06
Shanghai International Marathon,29 NOV 2020,Yan LI,2:17:37
Shanghai International Marathon,29 NOV 2020,Peng LI,2:19:04
Shanghai International Marathon,29 NOV 2020,Yongjie LI,2:19:14
Shanghai International Marathon,29 NOV 2020,Haobo MA,2:19:35
Shanghai International Marathon,29 NOV 2020,Haijie ZHAO,2:19:43
Shanghai International Marathon,29 NOV 2020,Bian QI,2:19:56
Shanghai International Marathon,29 NOV 2020,Chengkun LIU,2:20:14
Shanghai International Marathon,29 NOV 2020,Yongcai LIU,2:21:13
Shanghai International Marathon,29 NOV 2020,Rongchao GU,2:21:33
Shanghai International Marathon,29 NOV 2020,Huajie MAO,2:21:54
Shanghai International Marathon,29 NOV 2020,Pengfei CAO,2:23:34
Shanghai International Marathon,29 NOV 2020,Bo LI,2:23:59
Shanghai International Marathon,29 NOV 2020,Jiale CUI,2:24:13
Shanghai International Marathon,29 NOV 2020,Baike ANU,2:24:18
Shanghai International Marathon,29 NOV 2020,Yipeng ZHANG,2:24:58
Virgin Money London Marathon,04 OCT 2020,Shura KITATA,2:05:41
Virgin Money London Marathon,04 OCT 2020,Vincent KIPCHUMBA,2:05:42
Virgin Money London Marathon,04 OCT 2020,Sisay LEMMA,2:05:45
Virgin Money London Marathon,04 OCT 2020,Mosinet GEREMEW,2:06:04
Virgin Money London Marathon,04 OCT 2020,Mule WASIHUN,2:06:08
Virgin Money London Marathon,04 OCT 2020,Tamirat TOLA,2:06:41
Virgin Money London Marathon,04 OCT 2020,Benson KIPRUTO,2:06:42
Virgin Money London Marathon,04 OCT 2020,Eliud KIPCHOGE,2:06:49
Virgin Money London Marathon,04 OCT 2020,Sondre Nordstad MOEN,2:09:01
Virgin Money London Marathon,04 OCT 2020,Marius KIPSEREM,2:09:25
Virgin Money London Marathon,04 OCT 2020,Stephen SCULLION,2:09:49
Virgin Money London Marathon,04 OCT 2020,Peter HERZOG,2:10:06
Virgin Money London Marathon,04 OCT 2020,Jonathan MELLOR,2:10:38
Virgin Money London Marathon,04 OCT 2020,Tristan WOODFINE,2:10:51
Virgin Money London Marathon,04 OCT 2020,Ben CONNOR,2:11:20
Virgin Money London Marathon,04 OCT 2020,Juan Luis BARRIOS,2:11:37
Virgin Money London Marathon,04 OCT 2020,Jared WARD,2:12:38
Virgin Money London Marathon,04 OCT 2020,Joshua GRIFFITHS,2:13:11
Virgin Money London Marathon,04 OCT 2020,Chris THOMPSON,2:13:32
Virgin Money London Marathon,04 OCT 2020,Charlie HULSON,2:13:34
Virgin Money London Marathon,04 OCT 2020,Melikhaya FRANS,2:13:50
Virgin Money London Marathon,04 OCT 2020,Arne GABIUS,2:14:25
Virgin Money London Marathon,04 OCT 2020,Gideon Kipkemoi KIPKETER,2:14:36
Virgin Money London Marathon,04 OCT 2020,Adam HICKEY,2:17:38
Virgin Money London Marathon,04 OCT 2020,Josh LUNN,2:17:59
Virgin Money London Marathon,04 OCT 2020,Michael CLOHISEY,2:18:52
Virgin Money London Marathon,04 OCT 2020,Ollie LOCKLEY,2:19:40
Virgin Money London Marathon,04 OCT 2020,Paul MARTELLETTI,2:20:02
Virgin Money London Marathon,04 OCT 2020,Jack GRAY,2:20:26
Virgin Money London Marathon,04 OCT 2020,Jonathan Kipleting KORIR,DNF
Virgin Money London Marathon,04 OCT 2020,Eric Kiprono KIPTANUI,DNF
Virgin Money London Marathon,04 OCT 2020,Alfred BARKACH,DNF
Virgin Money London Marathon,04 OCT 2020,Jake SMITH,DNF
Virgin Money London Marathon,04 OCT 2020,Frank FUTSELAAR,DNF
Virgin Money London Marathon,04 OCT 2020,Elroy GELANT,DNF
Virgin Money London Marathon,04 OCT 2020,Daniele MEUCCI,DNF
Virgin Money London Marathon,04 OCT 2020,Cameron LEVINS,DNF
Virgin Money London Marathon,04 OCT 2020,Brett ROBINSON,DNF
Virgin Money London Marathon,04 OCT 2020,Reuben Kiprop KIPYEGO,DNF
Virgin Money London Marathon,04 OCT 2020,Ross MILLINGTON,DNF
Virgin Money London Marathon,04 OCT 2020,Mo FARAH,DNF
Virgin Money London Marathon,04 OCT 2020,Matthew CLOWES,DNF
Virgin Money London Marathon,04 OCT 2020,Shadrack KIMINING,DNF
Virgin Money London Marathon,04 OCT 2020,Noah KIPKEMBOI,DNF
